crop,state,season,soil_type,rainfall_mm,temperature_c,ph,nitrogen,phosphorus,potassium,land_area_acres,yield_per_acre,total_yield
Soybean,Maharashtra,Zaid,Clay,1599.7,15.3,6.2,207.7,38.5,151.1,19.0,13.38,254.6
Tomato,Maharashtra,Rabi,Clay,658.0,23.1,7.2,138.7,84.1,122.7,16.4,137.93,2264.67
Potato,Madhya Pradesh,Kharif,Loamy,1428.9,27.0,8.1,264.3,89.5,104.6,3.3,132.47,438.78
Tomato,Madhya Pradesh,Rabi,Red Soil,875.8,22.3,6.2,148.1,81.8,68.7,2.4,159.92,391.63
Soybean,Punjab,Kharif,Sandy Loam,339.0,19.2,5.8,98.5,26.4,191.2,4.2,9.65,40.26
Maize,Gujarat,Rabi,Alluvial,1536.4,33.1,7.8,161.3,65.7,164.9,19.6,32.44,635.44
Groundnut,Madhya Pradesh,Zaid,Black Soil,1550.1,34.2,5.4,88.0,51.0,159.7,18.4,9.89,182.09
Tomato,Uttar Pradesh,Rabi,Red Soil,1996.0,20.9,8.2,171.0,21.3,77.3,10.3,95.85,984.71
Soybean,Karnataka,Rabi,Red Soil,396.0,29.2,5.2,226.5,84.4,135.3,8.5,9.01,77.01
Wheat,Uttar Pradesh,Zaid,Red Soil,914.2,23.6,6.6,259.1,26.5,160.4,8.8,24.31,213.52
Soybean,Gujarat,Rabi,Clay,646.6,15.3,5.7,269.5,39.0,108.0,18.2,14.88,271.34
Wheat,Maharashtra,Zaid,Sandy Loam,319.2,22.0,5.5,54.4,89.5,248.9,19.4,17.4,336.81
Rice,Punjab,Kharif,Alluvial,1901.6,18.7,5.3,56.8,68.4,78.5,19.8,19.65,389.14
Mustard,Punjab,Rabi,Loamy,850.8,20.4,6.4,247.4,99.1,191.2,2.7,12.43,33.68
Chickpea,Uttar Pradesh,Kharif,Black Soil,1800.3,22.4,6.9,157.8,69.0,200.7,1.5,10.9,16.44
Cotton,Madhya Pradesh,Zaid,Red Soil,1600.0,34.2,6.7,224.6,24.3,244.3,4.9,9.52,46.26
Cotton,Uttar Pradesh,Rabi,Loamy,1026.6,23.1,5.2,236.5,83.8,74.2,8.2,8.0,65.73
Rice,Punjab,Kharif,Clay,581.5,15.9,6.6,219.0,29.6,55.7,13.0,18.55,241.08
Potato,Punjab,Kharif,Sandy Loam,658.3,34.5,8.3,241.5,38.6,90.2,8.2,97.13,800.23
Soybean,Karnataka,Rabi,Loamy,1661.5,17.4,6.8,84.9,39.8,209.4,5.3,15.55,82.46
Tomato,Madhya Pradesh,Kharif,Loamy,1781.5,19.7,5.6,271.3,69.8,116.1,5.6,145.51,815.53
Chickpea,Punjab,Zaid,Sandy Loam,1267.3,15.9,6.9,229.3,77.7,247.6,3.4,8.95,29.99
Sugarcane,Punjab,Rabi,Red Soil,1193.6,21.6,6.1,161.7,96.9,113.6,3.6,502.83,1789.14
Wheat,Uttar Pradesh,Rabi,Alluvial,1726.9,19.3,7.4,144.8,22.8,118.8,14.1,23.91,336.06
Groundnut,Maharashtra,Kharif,Clay,883.3,26.8,5.8,144.2,20.4,81.7,18.2,10.53,192.05
Cotton,Madhya Pradesh,Kharif,Clay,1609.5,34.2,7.3,257.4,79.0,217.4,12.8,9.27,118.79
Wheat,Maharashtra,Rabi,Alluvial,1190.7,34.4,8.0,115.8,81.2,155.2,5.2,23.99,123.82
Soybean,Gujarat,Zaid,Alluvial,1706.6,27.1,6.2,276.0,24.3,208.3,13.0,13.96,181.0
Cotton,Maharashtra,Zaid,Red Soil,1202.8,20.1,5.4,115.9,51.1,213.0,16.4,7.51,123.15
Wheat,Punjab,Zaid,Black Soil,1115.7,25.0,6.7,233.9,65.3,68.5,18.1,23.97,434.14
Wheat,Gujarat,Zaid,Loamy,1258.5,23.1,8.0,272.6,53.4,153.2,18.9,22.54,426.91
Rice,Karnataka,Kharif,Alluvial,1525.9,31.6,5.3,128.0,88.5,121.2,4.5,19.52,88.0
Onion,Madhya Pradesh,Zaid,Red Soil,1063.3,19.0,6.0,192.0,90.0,51.6,4.2,89.93,380.74
Wheat,Punjab,Zaid,Loamy,1273.3,27.6,6.1,70.9,74.0,120.9,10.2,23.75,241.12
Maize,Maharashtra,Zaid,Sandy Loam,1337.9,26.6,6.6,101.1,20.2,189.2,2.9,27.34,78.41
Tomato,Uttar Pradesh,Rabi,Red Soil,689.1,22.9,7.8,242.7,44.1,62.7,11.6,153.87,1786.98
Cotton,Maharashtra,Kharif,Sandy Loam,799.9,28.7,7.1,176.7,23.5,117.1,9.0,9.49,85.85
Cotton,Uttar Pradesh,Rabi,Clay,1175.6,31.7,7.7,113.7,37.0,89.0,11.9,7.18,85.56
Groundnut,Maharashtra,Kharif,Sandy Loam,1044.9,35.5,5.4,70.1,29.2,74.2,19.3,7.93,153.33
Tomato,Maharashtra,Rabi,Alluvial,1681.4,18.2,6.1,197.2,71.4,66.4,5.4,163.57,882.31
Onion,Punjab,Rabi,Sandy Loam,634.1,24.2,8.4,82.1,79.6,60.3,6.7,61.97,417.77
Mustard,Maharashtra,Kharif,Alluvial,1913.6,24.6,6.5,125.9,99.9,135.7,6.6,11.65,76.99
Mustard,Gujarat,Rabi,Black Soil,1574.8,37.0,6.7,284.9,75.0,205.6,5.2,10.76,55.58
Cotton,Gujarat,Zaid,Alluvial,1985.8,37.7,8.4,173.1,86.0,108.4,6.4,7.43,47.81
Groundnut,Punjab,Zaid,Black Soil,377.6,29.9,6.4,184.2,20.3,217.9,3.5,9.13,31.85
Soybean,Maharashtra,Zaid,Alluvial,1367.7,35.9,7.6,102.4,49.3,79.4,14.3,13.74,195.88
Groundnut,Madhya Pradesh,Kharif,Black Soil,510.8,17.0,5.2,172.7,84.0,119.0,13.6,9.92,134.59
Wheat,Maharashtra,Kharif,Clay,896.4,24.0,7.0,226.9,64.3,214.8,9.9,24.2,239.47
Potato,Maharashtra,Kharif,Black Soil,1985.7,35.9,5.7,238.3,73.2,161.5,2.0,118.7,235.02
Tomato,Madhya Pradesh,Zaid,Red Soil,316.8,25.6,5.5,51.3,36.6,176.9,6.2,77.02,478.28
Groundnut,Maharashtra,Zaid,Black Soil,1839.8,28.6,7.5,193.3,34.8,50.9,9.0,9.97,89.86
Tomato,Madhya Pradesh,Kharif,Red Soil,1137.8,20.1,6.7,228.3,86.6,215.0,18.6,172.02,3192.25
Cotton,Punjab,Rabi,Sandy Loam,1583.4,35.7,5.4,272.4,84.6,92.6,2.4,6.96,16.55
Groundnut,Punjab,Rabi,Red Soil,1005.0,36.0,6.3,88.3,84.7,163.1,10.7,12.46,132.73
Mustard,Uttar Pradesh,Rabi,Black Soil,1101.9,20.8,7.0,102.5,34.3,166.2,17.9,10.11,181.45
Mustard,Maharashtra,Kharif,Alluvial,1343.3,21.1,6.4,109.7,65.3,71.0,18.8,10.85,204.58
Cotton,Karnataka,Kharif,Sandy Loam,690.5,22.7,8.1,91.0,85.3,97.6,13.1,8.06,105.75
Chickpea,Punjab,Zaid,Sandy Loam,957.2,20.9,6.9,230.6,52.4,61.2,11.4,8.1,91.98
Soybean,Gujarat,Rabi,Sandy Loam,1634.7,25.9,8.4,110.9,74.7,79.8,9.6,9.99,95.66
Groundnut,Maharashtra,Zaid,Clay,1870.9,34.1,5.5,231.6,97.3,119.9,6.2,9.28,57.31
Mustard,Madhya Pradesh,Zaid,Black Soil,1778.4,26.8,8.0,167.9,38.6,235.1,4.8,9.85,47.59
Onion,Karnataka,Zaid,Red Soil,1902.7,22.1,7.5,66.1,88.1,112.6,6.2,74.62,459.87
Wheat,Gujarat,Kharif,Sandy Loam,1636.0,34.9,6.8,269.8,72.1,81.4,17.1,19.61,335.79
Onion,Karnataka,Kharif,Alluvial,532.5,36.6,8.5,159.5,68.6,83.8,3.0,88.23,267.84
Groundnut,Punjab,Kharif,Black Soil,1832.5,37.8,8.0,68.9,74.1,63.5,7.7,9.71,75.07
Groundnut,Punjab,Rabi,Black Soil,1932.9,25.4,8.1,145.3,58.1,230.0,16.0,8.83,141.15
Mustard,Punjab,Zaid,Sandy Loam,854.3,16.9,5.3,117.2,98.5,106.8,17.0,8.5,144.84
Rice,Karnataka,Kharif,Black Soil,1781.1,29.8,5.5,251.5,57.9,126.6,16.7,21.58,360.26
Groundnut,Punjab,Kharif,Alluvial,1421.6,27.0,6.9,216.0,99.1,80.4,13.5,14.98,202.26
Mustard,Gujarat,Kharif,Sandy Loam,692.2,33.3,6.2,244.4,70.7,159.1,5.7,11.31,64.41
Mustard,Karnataka,Zaid,Red Soil,826.2,23.9,5.3,235.9,61.1,208.9,18.7,8.31,155.33
Soybean,Punjab,Rabi,Clay,1731.3,30.7,7.1,245.9,78.3,122.2,9.1,12.91,117.2
Groundnut,Gujarat,Kharif,Alluvial,826.6,16.3,5.0,296.8,68.9,205.2,13.5,13.41,181.09
Tomato,Uttar Pradesh,Zaid,Clay,365.6,34.5,6.0,242.7,57.0,219.3,12.1,104.96,1269.0
Maize,Uttar Pradesh,Kharif,Red Soil,1338.9,37.8,7.2,188.7,51.7,144.9,4.6,26.13,121.39
Soybean,Karnataka,Kharif,Loamy,1584.5,29.7,6.4,265.5,51.3,51.8,4.9,16.13,78.62
Potato,Gujarat,Rabi,Sandy Loam,818.7,17.2,7.8,88.1,36.6,104.6,9.0,108.33,971.22
Chickpea,Gujarat,Kharif,Sandy Loam,1629.3,34.1,8.0,214.1,79.6,100.8,18.7,8.67,161.88
Chickpea,Punjab,Rabi,Red Soil,908.1,16.3,7.3,200.5,56.0,68.5,18.9,9.49,179.66
Sugarcane,Uttar Pradesh,Zaid,Loamy,867.2,19.7,5.1,155.8,76.1,247.5,9.0,359.81,3222.21
Chickpea,Gujarat,Zaid,Sandy Loam,628.3,27.9,6.7,266.8,83.9,181.0,1.2,8.85,10.96
Wheat,Madhya Pradesh,Zaid,Clay,552.6,18.7,8.0,83.6,96.3,246.7,5.6,23.51,132.65
Maize,Karnataka,Kharif,Clay,482.5,19.3,7.0,218.4,23.4,139.1,7.3,25.5,185.63
Wheat,Uttar Pradesh,Zaid,Clay,910.9,28.9,6.5,235.7,89.8,116.3,4.3,21.01,89.54
Rice,Uttar Pradesh,Kharif,Alluvial,1144.8,33.5,6.0,262.3,70.2,228.6,1.7,25.72,43.5
Chickpea,Maharashtra,Kharif,Black Soil,668.9,22.8,5.5,207.7,70.4,109.6,11.6,9.83,114.04
Onion,Madhya Pradesh,Kharif,Clay,1897.4,21.0,8.0,81.0,32.7,194.5,17.0,90.65,1541.92
Tomato,Maharashtra,Rabi,Black Soil,1727.3,16.0,7.1,290.3,54.0,88.5,7.1,123.1,873.18
Chickpea,Karnataka,Kharif,Clay,1350.8,28.4,5.3,131.8,48.0,67.9,19.7,7.34,144.91
Onion,Punjab,Zaid,Clay,1783.8,33.2,5.3,289.4,20.8,89.7,8.8,68.3,600.67
Wheat,Punjab,Kharif,Clay,747.9,33.7,7.9,127.4,71.5,182.2,14.1,20.44,288.47
Potato,Uttar Pradesh,Kharif,Black Soil,729.6,15.5,5.6,174.4,34.6,137.7,8.8,103.32,913.24
Sugarcane,Maharashtra,Kharif,Sandy Loam,1652.8,29.7,6.5,176.0,36.5,209.1,15.5,412.95,6401.01
Tomato,Maharashtra,Kharif,Alluvial,1327.9,19.3,5.4,271.8,58.1,156.0,2.5,127.66,324.43
Sugarcane,Gujarat,Kharif,Sandy Loam,1387.5,21.8,5.8,241.3,84.6,191.8,13.4,455.98,6092.54
Cotton,Madhya Pradesh,Kharif,Red Soil,1020.3,18.8,6.0,112.2,51.0,163.5,11.8,9.01,106.51
Wheat,Madhya Pradesh,Rabi,Clay,1244.6,27.1,5.4,287.5,58.8,157.1,5.4,18.38,99.31
Chickpea,Uttar Pradesh,Rabi,Clay,1989.9,35.4,8.5,288.8,49.8,222.7,10.9,6.97,76.33
Chickpea,Punjab,Kharif,Clay,1892.0,17.4,6.6,118.7,66.7,156.4,12.3,8.27,102.06
Chickpea,Gujarat,Kharif,Alluvial,1513.6,34.8,5.5,235.3,65.4,196.2,13.4,9.59,128.93
Soybean,Madhya Pradesh,Kharif,Loamy,649.1,36.3,8.2,243.1,47.1,87.7,12.5,14.29,178.19
Sugarcane,Maharashtra,Kharif,Red Soil,331.2,16.0,7.0,298.1,60.8,79.4,3.6,387.28,1401.23
Onion,Maharashtra,Kharif,Sandy Loam,485.4,21.8,5.2,152.5,44.4,178.8,11.8,62.5,737.61
Wheat,Uttar Pradesh,Rabi,Clay,1811.3,21.7,8.1,123.4,66.3,64.9,17.7,15.92,281.07
Tomato,Gujarat,Kharif,Loamy,1245.3,26.1,8.1,191.1,40.4,91.4,6.9,131.09,908.37
Wheat,Punjab,Kharif,Clay,1918.4,26.8,5.5,118.9,22.0,71.5,13.5,19.65,265.81
Wheat,Madhya Pradesh,Kharif,Black Soil,858.7,34.8,6.6,144.5,55.5,220.9,9.5,24.26,230.55
Onion,Gujarat,Zaid,Sandy Loam,719.1,36.2,7.9,228.6,70.7,234.8,14.5,97.21,1410.63
Groundnut,Uttar Pradesh,Rabi,Black Soil,1198.4,17.1,7.6,232.3,90.4,193.4,19.4,14.14,274.03
Soybean,Uttar Pradesh,Rabi,Black Soil,1132.8,23.2,7.3,51.5,53.8,160.0,8.1,15.44,124.87
Chickpea,Maharashtra,Zaid,Sandy Loam,1025.1,30.5,8.4,63.8,73.3,211.3,5.2,7.8,40.64
Rice,Karnataka,Zaid,Black Soil,1892.1,31.1,5.4,247.9,36.1,143.1,17.7,17.83,316.03
Soybean,Uttar Pradesh,Zaid,Alluvial,317.4,17.1,6.8,50.8,88.7,223.5,12.0,13.38,161.1
Sugarcane,Punjab,Zaid,Red Soil,1373.7,16.0,5.1,157.6,53.7,171.4,7.1,371.34,2638.92
Groundnut,Maharashtra,Kharif,Sandy Loam,1741.0,37.0,7.3,264.8,78.5,170.5,1.8,11.14,20.07
Cotton,Uttar Pradesh,Kharif,Black Soil,1757.3,23.5,6.0,102.8,82.8,163.0,6.1,10.16,62.37
Onion,Maharashtra,Rabi,Clay,1180.0,37.1,7.2,158.5,43.7,246.7,11.0,97.02,1067.44
Chickpea,Punjab,Rabi,Clay,1883.0,20.0,7.5,156.7,70.6,188.6,17.7,8.58,152.03
Chickpea,Uttar Pradesh,Rabi,Clay,1280.4,16.3,7.2,84.7,44.2,182.8,8.8,8.87,78.34
Tomato,Maharashtra,Kharif,Red Soil,490.3,35.0,6.4,151.0,46.7,209.5,4.5,137.69,617.7
Cotton,Punjab,Kharif,Black Soil,1959.8,19.8,7.8,247.9,82.1,131.7,9.9,8.66,85.64
Onion,Karnataka,Rabi,Alluvial,626.0,16.6,5.1,244.2,68.1,167.0,10.3,101.49,1043.31
Wheat,Uttar Pradesh,Rabi,Black Soil,1635.6,31.7,7.0,74.6,98.4,132.9,2.4,23.09,56.19
Sugarcane,Madhya Pradesh,Rabi,Alluvial,744.1,35.5,7.7,185.0,55.1,76.8,8.4,404.07,3381.24
Groundnut,Uttar Pradesh,Kharif,Loamy,1064.3,24.7,7.4,56.2,25.1,150.0,16.4,12.57,206.3
Wheat,Uttar Pradesh,Rabi,Alluvial,1037.1,31.1,8.3,213.1,46.9,113.7,3.8,19.8,75.84
Potato,Gujarat,Kharif,Sandy Loam,1610.0,35.0,6.6,85.2,26.9,167.6,3.1,90.61,284.31
Groundnut,Gujarat,Zaid,Alluvial,1518.0,33.5,5.5,136.5,38.0,105.3,1.6,10.38,17.12
Groundnut,Punjab,Kharif,Red Soil,1475.4,27.5,6.5,90.4,56.1,78.3,5.0,11.18,56.12
Onion,Madhya Pradesh,Zaid,Black Soil,710.4,32.5,6.9,66.6,84.5,200.1,13.0,104.19,1351.19
Onion,Madhya Pradesh,Kharif,Clay,1722.5,15.6,6.3,214.4,22.8,228.0,6.5,84.38,552.22
Sugarcane,Karnataka,Zaid,Loamy,430.5,31.3,5.6,255.9,51.8,121.6,7.6,459.33,3486.13
Cotton,Karnataka,Kharif,Clay,1414.0,20.5,5.3,184.1,79.0,80.6,7.0,7.95,55.98
Maize,Punjab,Rabi,Clay,1871.6,23.1,7.3,262.5,95.0,101.8,8.9,34.41,304.6
Soybean,Punjab,Rabi,Sandy Loam,482.1,30.3,7.1,77.3,29.1,156.8,1.9,11.4,21.95
Mustard,Karnataka,Rabi,Alluvial,496.0,25.4,7.5,93.8,87.6,68.7,6.4,8.76,56.4
Mustard,Maharashtra,Zaid,Black Soil,1922.5,27.5,8.3,263.9,31.2,132.8,16.3,7.48,121.7
Groundnut,Karnataka,Zaid,Black Soil,1319.8,15.5,6.8,51.5,59.6,125.3,18.4,9.94,182.58
Maize,Madhya Pradesh,Zaid,Clay,753.2,21.1,7.7,72.1,84.4,184.0,17.9,31.46,564.09
Maize,Punjab,Rabi,Black Soil,1529.8,36.1,6.8,189.9,87.5,59.7,18.1,30.5,552.65
Wheat,Karnataka,Kharif,Red Soil,595.5,20.9,6.2,88.5,29.0,152.5,13.7,21.69,296.75
Tomato,Uttar Pradesh,Rabi,Black Soil,627.6,19.7,7.1,273.4,56.7,195.0,6.2,137.46,858.94
Maize,Uttar Pradesh,Kharif,Clay,883.0,29.3,6.2,278.7,20.2,116.5,7.0,32.84,228.23
Wheat,Madhya Pradesh,Rabi,Loamy,701.6,23.9,7.0,160.4,88.1,231.5,13.4,29.28,391.75
Mustard,Punjab,Rabi,Loamy,471.3,35.6,5.7,78.2,20.6,230.9,13.2,9.9,131.0
Groundnut,Uttar Pradesh,Kharif,Red Soil,811.7,15.7,6.2,118.6,39.9,116.2,3.8,10.61,40.62
Groundnut,Punjab,Rabi,Alluvial,1774.0,21.7,6.5,124.7,38.0,206.7,9.9,14.25,141.13
Chickpea,Madhya Pradesh,Rabi,Black Soil,485.8,36.7,6.7,241.8,75.6,147.5,10.3,10.18,104.73
Rice,Madhya Pradesh,Kharif,Black Soil,523.7,32.2,5.3,90.7,38.1,82.0,1.9,14.28,27.45
Maize,Maharashtra,Kharif,Red Soil,1086.8,33.5,5.6,213.9,25.3,233.0,12.1,27.33,330.1
Mustard,Madhya Pradesh,Kharif,Alluvial,783.7,34.0,7.7,238.0,77.4,105.9,1.5,10.17,15.36
Rice,Gujarat,Kharif,Black Soil,625.9,25.7,6.2,117.7,44.7,78.6,5.4,23.5,127.51
Wheat,Gujarat,Rabi,Loamy,1898.5,15.4,7.8,109.6,71.6,104.9,15.4,23.58,362.87
Wheat,Punjab,Kharif,Black Soil,579.9,23.3,5.3,228.3,37.7,101.9,7.7,15.19,117.33
Onion,Uttar Pradesh,Rabi,Sandy Loam,1257.3,21.1,6.2,144.1,35.2,213.4,18.5,101.61,1880.48
Maize,Madhya Pradesh,Kharif,Sandy Loam,1191.0,18.5,8.3,123.3,87.8,66.6,13.0,22.36,289.61
Wheat,Uttar Pradesh,Kharif,Black Soil,1691.3,20.3,7.0,141.4,52.0,87.6,13.6,20.88,284.42
Maize,Karnataka,Zaid,Alluvial,1987.1,35.4,6.5,85.5,34.6,198.1,6.1,31.06,189.9
Onion,Punjab,Zaid,Alluvial,1090.8,37.4,7.5,297.3,90.3,107.9,15.1,124.95,1881.99
Maize,Karnataka,Rabi,Loamy,368.4,24.7,7.2,68.9,83.5,192.1,2.6,27.82,71.27
Groundnut,Punjab,Zaid,Loamy,375.4,30.8,8.2,131.8,92.7,172.9,16.9,9.05,153.02
Onion,Maharashtra,Rabi,Alluvial,1758.4,17.6,6.2,180.1,24.8,68.4,17.8,98.67,1757.48
Potato,Madhya Pradesh,Kharif,Black Soil,709.5,15.6,5.8,165.4,34.6,197.1,6.5,100.69,656.36
Rice,Maharashtra,Kharif,Loamy,1597.1,36.3,8.1,87.3,40.2,109.6,13.9,16.78,233.25
Wheat,Madhya Pradesh,Kharif,Black Soil,727.7,18.9,8.4,112.9,64.9,239.1,17.5,17.7,309.62
Wheat,Gujarat,Zaid,Black Soil,1117.4,29.2,6.0,61.7,95.7,228.3,8.2,24.89,203.26
Sugarcane,Punjab,Rabi,Red Soil,1903.7,17.1,7.7,266.4,65.5,65.0,1.9,362.28,693.09
Cotton,Gujarat,Zaid,Loamy,433.0,37.7,5.3,63.3,83.6,232.4,10.0,8.28,82.61
Maize,Madhya Pradesh,Rabi,Loamy,1319.6,16.7,7.6,154.7,74.7,101.1,10.0,33.15,332.89
Sugarcane,Uttar Pradesh,Kharif,Alluvial,1172.4,28.3,5.8,159.9,48.9,95.9,4.2,370.67,1553.98
Groundnut,Madhya Pradesh,Zaid,Loamy,670.6,25.0,6.7,235.0,81.1,181.3,18.8,13.73,258.14
Soybean,Punjab,Rabi,Sandy Loam,585.5,23.3,8.1,292.6,83.5,82.5,15.0,10.54,157.94
Onion,Madhya Pradesh,Kharif,Sandy Loam,1730.7,30.3,6.7,229.7,48.6,154.7,14.6,85.29,1247.26
Rice,Uttar Pradesh,Kharif,Loamy,1015.6,19.0,6.2,242.9,40.1,94.8,4.8,28.57,136.93
Onion,Maharashtra,Kharif,Black Soil,1708.2,19.6,7.5,242.9,58.5,145.0,13.6,83.19,1133.41
Soybean,Punjab,Zaid,Black Soil,1246.1,27.6,7.6,93.2,21.9,247.2,17.0,12.85,218.64
Rice,Maharashtra,Rabi,Red Soil,1534.5,30.1,8.5,265.7,96.8,187.8,3.0,22.92,69.81
Onion,Punjab,Zaid,Sandy Loam,923.8,17.3,7.8,212.1,45.1,230.9,10.9,84.98,926.1
Cotton,Uttar Pradesh,Kharif,Red Soil,1398.8,32.2,7.4,120.7,53.8,186.5,5.5,9.92,54.22
Wheat,Uttar Pradesh,Kharif,Loamy,919.3,15.8,7.6,191.0,76.8,108.5,5.8,24.51,141.65
Cotton,Karnataka,Rabi,Red Soil,385.8,25.1,8.2,53.8,29.1,96.8,18.2,4.48,81.58
Potato,Gujarat,Kharif,Alluvial,1196.6,19.3,5.6,245.5,66.0,231.3,11.2,117.91,1320.52
Wheat,Madhya Pradesh,Kharif,Clay,1285.0,29.8,5.8,204.3,30.2,86.4,13.5,20.77,280.68
Wheat,Karnataka,Kharif,Black Soil,1508.7,37.3,8.2,133.7,81.0,181.8,2.8,15.68,43.45
Potato,Uttar Pradesh,Kharif,Clay,1289.3,34.0,6.1,232.4,59.2,221.2,8.2,113.05,924.22
Tomato,Uttar Pradesh,Zaid,Sandy Loam,363.0,17.2,7.5,152.9,88.9,158.2,17.8,104.51,1858.09
Rice,Gujarat,Zaid,Alluvial,639.5,28.1,5.1,109.7,92.1,103.9,4.3,24.51,104.32
Potato,Madhya Pradesh,Zaid,Sandy Loam,537.0,29.6,8.2,277.1,95.6,128.8,1.7,98.71,172.1
Rice,Maharashtra,Kharif,Red Soil,1631.5,21.2,5.5,115.9,30.8,68.2,16.8,16.61,278.56
Soybean,Punjab,Kharif,Alluvial,450.0,18.0,8.3,255.0,44.3,195.0,8.7,13.49,118.02
Maize,Gujarat,Zaid,Red Soil,318.5,32.9,7.4,275.5,20.7,152.7,18.6,25.54,475.37
Potato,Madhya Pradesh,Zaid,Red Soil,1654.4,28.1,7.8,103.9,32.0,235.7,15.1,94.32,1422.02
Potato,Maharashtra,Zaid,Red Soil,1663.1,37.3,7.1,192.9,54.8,223.2,19.0,132.94,2526.05
Sugarcane,Karnataka,Zaid,Loamy,544.5,29.0,7.5,221.0,49.0,115.9,11.4,368.75,4218.79
Rice,Punjab,Kharif,Loamy,1975.9,15.5,5.0,167.8,78.4,68.7,14.2,19.08,271.31
Groundnut,Gujarat,Zaid,Black Soil,944.7,34.6,5.7,282.7,60.7,210.4,2.0,11.02,21.6
Soybean,Madhya Pradesh,Zaid,Loamy,354.0,26.1,5.9,176.8,56.6,202.7,19.2,11.0,210.72
Rice,Uttar Pradesh,Zaid,Clay,902.3,33.8,7.9,299.2,71.0,122.2,14.7,27.26,401.51
Rice,Maharashtra,Zaid,Black Soil,675.7,32.0,7.4,76.2,67.8,65.3,7.2,20.61,148.55
Tomato,Karnataka,Zaid,Black Soil,542.7,22.4,6.4,280.8,37.4,149.5,17.1,130.64,2233.32
Chickpea,Karnataka,Kharif,Sandy Loam,521.2,21.9,8.5,267.1,41.9,107.6,6.0,6.52,38.88
Groundnut,Madhya Pradesh,Zaid,Black Soil,1446.7,24.3,6.5,103.2,72.6,204.4,17.0,11.59,196.48
Potato,Karnataka,Rabi,Alluvial,1164.3,24.2,7.6,290.7,32.9,211.6,17.4,125.07,2176.37
Mustard,Karnataka,Rabi,Alluvial,1266.0,20.1,8.3,240.3,40.8,178.3,18.5,7.92,146.34
Rice,Madhya Pradesh,Zaid,Alluvial,444.3,23.8,5.8,253.3,72.9,98.6,12.6,25.38,319.06
Maize,Maharashtra,Rabi,Clay,1174.7,20.3,6.8,191.6,82.6,79.5,8.5,33.75,287.81
Cotton,Madhya Pradesh,Zaid,Red Soil,1982.1,15.1,7.5,168.1,47.9,235.5,6.0,8.69,52.58
Maize,Karnataka,Kharif,Sandy Loam,629.0,35.0,8.0,208.9,80.2,174.1,4.0,30.39,120.79
Onion,Uttar Pradesh,Rabi,Loamy,412.3,20.4,6.0,266.6,41.9,219.8,11.7,126.37,1479.81
Onion,Punjab,Kharif,Red Soil,1180.8,27.1,5.1,106.1,27.9,206.0,2.5,73.33,181.34
Wheat,Madhya Pradesh,Zaid,Red Soil,1023.4,33.0,5.4,117.7,35.3,178.1,16.5,16.96,280.55
Sugarcane,Madhya Pradesh,Zaid,Loamy,1250.9,26.1,5.6,221.6,61.5,58.8,3.9,494.65,1940.73
Mustard,Gujarat,Zaid,Black Soil,787.4,36.4,5.0,130.2,77.3,228.7,11.1,7.32,81.26
Cotton,Punjab,Zaid,Red Soil,477.6,15.5,6.3,84.5,54.9,225.8,10.9,8.48,92.12
Rice,Karnataka,Zaid,Black Soil,1009.8,27.3,6.3,104.1,60.9,200.5,7.8,27.45,214.64
Groundnut,Uttar Pradesh,Rabi,Loamy,663.7,26.8,7.4,143.7,63.0,135.2,11.0,11.91,131.03
Soybean,Madhya Pradesh,Kharif,Clay,1619.6,27.0,8.3,144.4,79.6,176.7,18.6,12.53,233.16
Onion,Maharashtra,Rabi,Black Soil,992.2,23.2,6.8,220.8,42.3,87.9,14.2,107.45,1521.91
Wheat,Gujarat,Kharif,Sandy Loam,711.7,35.4,6.4,106.7,65.7,77.0,4.9,17.85,87.0
Mustard,Uttar Pradesh,Kharif,Sandy Loam,971.7,31.9,5.6,243.0,66.0,171.0,16.2,10.14,164.64
Onion,Gujarat,Zaid,Alluvial,1054.2,18.4,8.4,155.9,66.1,135.0,8.0,76.61,615.54
Onion,Karnataka,Zaid,Sandy Loam,1404.9,30.3,7.6,170.3,92.9,227.0,12.8,103.36,1320.65
Wheat,Gujarat,Kharif,Alluvial,1964.2,18.6,6.9,107.8,99.7,90.3,6.8,19.64,133.18
Onion,Punjab,Rabi,Loamy,903.7,29.4,7.5,126.2,81.0,177.2,15.0,106.59,1593.64
Potato,Maharashtra,Zaid,Sandy Loam,659.1,38.0,7.2,266.3,62.2,214.5,4.1,122.93,501.71
Onion,Madhya Pradesh,Zaid,Sandy Loam,1858.2,26.8,6.1,233.9,98.1,138.4,18.1,101.34,1837.86
Groundnut,Maharashtra,Rabi,Alluvial,1060.7,30.4,5.7,152.2,57.5,130.0,5.8,13.94,80.56
Chickpea,Karnataka,Zaid,Red Soil,1495.8,18.4,6.4,276.9,35.8,203.4,13.0,11.3,147.39
Potato,Uttar Pradesh,Rabi,Loamy,673.7,17.5,5.4,216.6,27.1,220.6,14.2,106.59,1517.82
Chickpea,Uttar Pradesh,Zaid,Red Soil,845.9,32.9,6.9,295.0,80.1,64.4,9.0,10.57,95.48
Soybean,Gujarat,Rabi,Sandy Loam,1893.3,26.1,7.2,68.0,66.8,195.9,15.8,13.24,209.53
Maize,Maharashtra,Zaid,Sandy Loam,1398.9,29.2,7.1,132.2,57.5,127.3,11.9,26.72,317.27
