soil_type,season,rainfall_mm,temperature_c,ph,nitrogen,phosphorus,potassium,recommended_crop
Alluvial,Rabi,1020.4,21.7,7.82,264.4,22.2,207.5,Wheat
Alluvial,Zaid,1953.6,20.8,6.75,249.1,35.6,226.4,Rice
Red Soil,Kharif,2357.6,37.4,7.45,270.2,112.6,199.6,Groundnut
Red Soil,Zaid,2306.8,25.5,5.81,216.5,85.6,177.4,Groundnut
Black Soil,Zaid,1131.5,38.7,7.13,108.2,39.7,148.4,Cotton
Clay Loam,Rabi,1257.0,25.0,8.63,50.5,22.3,194.1,Chickpea
Red Soil,Rabi,1477.8,27.8,8.88,130.0,38.3,250.8,Groundnut
Sandy Loam,Kharif,1096.3,30.8,7.12,338.9,65.8,205.6,Maize
Clay Loam,Zaid,1713.3,38.4,7.84,182.2,37.0,40.3,Tomato
Clay Loam,Rabi,1588.1,36.3,7.4,251.5,79.4,216.4,Chickpea
Clay Loam,Kharif,1757.1,39.6,4.93,337.6,29.6,97.7,Soybean
Black Soil,Rabi,2414.8,22.4,5.37,236.1,36.1,126.1,Chickpea
Black Soil,Rabi,1948.7,10.7,8.27,83.0,85.7,46.8,Chickpea
Loamy,Kharif,920.0,38.2,4.53,282.5,104.5,141.5,Groundnut
Clay Loam,Kharif,2266.2,19.4,7.97,139.5,20.9,185.9,Soybean
Alluvial,Zaid,525.9,18.2,7.58,194.2,80.5,158.5,Mustard
Black Soil,Zaid,2027.8,35.2,8.18,177.9,50.9,133.7,Chickpea
Clay Loam,Rabi,1597.5,11.8,4.61,161.5,53.2,69.1,Chickpea
Clay,Rabi,1427.9,30.5,8.78,161.3,55.3,36.1,Rice
Loamy,Zaid,276.9,24.2,5.18,56.8,34.0,281.8,Onion
Sandy Loam,Kharif,1860.0,32.2,8.77,201.0,74.1,265.4,Groundnut
Clay Loam,Rabi,1049.2,20.7,4.84,39.7,41.0,271.4,Chickpea
Clay Loam,Kharif,1377.7,21.1,6.05,221.7,112.7,118.9,Soybean
Red Soil,Rabi,1533.6,25.5,6.3,266.2,24.3,57.4,Cotton
Sandy Loam,Zaid,836.9,11.2,6.99,309.7,12.6,48.7,Tomato
Alluvial,Rabi,2309.9,16.3,5.25,156.3,47.1,210.4,Potato
Sandy Loam,Kharif,1642.0,17.3,4.67,60.5,66.1,111.3,Maize
Alluvial,Rabi,367.4,34.4,5.37,306.5,36.6,172.6,Wheat
Alluvial,Rabi,1051.0,37.2,7.97,245.8,119.3,38.3,Wheat
Alluvial,Rabi,359.4,34.4,8.11,306.6,18.0,208.9,Wheat
Red Soil,Kharif,214.8,23.5,6.84,52.5,34.6,140.9,Groundnut
Loamy,Zaid,1404.4,15.1,7.72,239.9,117.2,255.6,Onion
Loamy,Kharif,1520.2,39.6,5.09,47.1,36.5,55.5,Soybean
Red Soil,Rabi,2003.2,26.0,5.83,299.3,90.3,67.7,Cotton
Clay Loam,Zaid,2307.2,33.8,4.65,60.4,114.5,67.9,Tomato
Sandy Loam,Rabi,1557.3,26.0,8.68,292.8,23.8,220.7,Mustard
Alluvial,Zaid,257.7,22.7,8.2,327.6,62.1,90.7,Wheat
Clay,Kharif,1198.3,31.9,4.74,91.4,24.5,51.7,Rice
Red Soil,Rabi,1983.1,39.5,7.8,239.7,38.6,45.9,Groundnut
Loamy,Kharif,1956.9,21.3,8.5,336.7,43.7,59.1,Groundnut
Red Soil,Rabi,1497.9,33.6,6.73,103.5,99.4,280.0,Cotton
Loamy,Zaid,495.1,25.5,7.64,328.3,98.5,299.5,Onion
Sandy Loam,Rabi,2101.2,14.2,5.62,65.5,43.6,98.1,Potato
Loamy,Rabi,618.6,39.4,8.73,106.7,90.3,205.8,Mustard
Red Soil,Zaid,983.0,14.8,6.06,213.7,60.4,183.9,Cotton
Alluvial,Kharif,2330.6,14.0,4.61,48.5,119.5,74.6,Maize
Clay Loam,Rabi,1072.3,27.8,7.97,96.8,92.8,119.7,Wheat
Clay,Kharif,2027.0,36.0,7.08,323.6,34.8,32.5,Rice
Alluvial,Zaid,727.0,34.7,6.31,106.7,99.2,157.3,Mustard
Clay,Rabi,2222.8,16.2,8.27,275.3,107.8,274.8,Rice
Black Soil,Kharif,828.1,15.8,8.35,177.6,33.0,206.8,Soybean
Black Soil,Zaid,1112.2,10.3,8.26,147.7,25.6,246.8,Soybean
Red Soil,Rabi,692.9,16.1,5.09,168.7,109.6,231.2,Cotton
Loamy,Zaid,2108.6,25.8,5.79,251.5,67.5,268.4,Onion
Sandy Loam,Zaid,1652.6,21.3,4.77,258.7,95.6,226.4,Tomato
Black Soil,Rabi,363.3,21.9,7.64,177.1,71.1,194.0,Chickpea
Clay Loam,Zaid,1254.9,18.4,8.92,325.3,87.6,183.3,Onion
Red Soil,Kharif,1269.0,30.5,5.0,68.4,90.0,156.9,Groundnut
Alluvial,Rabi,1433.8,38.3,7.84,76.5,114.4,64.2,Mustard
Clay,Kharif,328.6,14.2,5.85,70.0,17.1,39.0,Rice
Alluvial,Zaid,976.7,24.5,7.19,196.8,70.6,139.0,Mustard
Clay Loam,Zaid,942.0,12.5,4.89,95.9,96.6,196.6,Tomato
Sandy Loam,Zaid,845.9,27.0,7.28,236.0,33.4,81.5,Onion
Red Soil,Rabi,1209.4,33.6,5.47,314.3,95.2,137.0,Cotton
Sandy Loam,Rabi,1068.2,18.4,7.29,233.6,58.3,193.6,Mustard
Red Soil,Kharif,947.0,18.2,4.57,326.7,49.2,143.0,Groundnut
Loamy,Kharif,1748.7,12.6,5.35,64.3,37.8,200.0,Rice
Sandy Loam,Kharif,1725.2,20.7,5.91,136.7,53.2,53.5,Groundnut
Red Soil,Zaid,635.2,38.4,4.76,301.1,88.0,156.7,Cotton
Clay Loam,Zaid,746.2,36.6,4.51,151.1,64.1,176.4,Onion
Sandy Loam,Rabi,2001.5,33.3,5.94,103.0,106.3,75.0,Potato
Clay Loam,Rabi,2279.5,10.9,8.88,123.0,80.6,192.6,Wheat
Clay,Zaid,250.9,33.3,5.38,325.7,69.2,50.9,Rice
Alluvial,Rabi,1225.6,38.7,4.75,186.3,40.8,142.5,Mustard
Clay,Rabi,1059.5,20.9,8.04,91.5,19.0,242.4,Rice
Sandy Loam,Kharif,1844.9,12.8,5.36,238.0,73.0,109.5,Groundnut
Clay Loam,Zaid,587.7,32.0,8.32,77.1,61.7,277.3,Onion
Clay Loam,Rabi,248.5,16.8,6.94,322.2,118.0,189.4,Wheat
Sandy Loam,Kharif,2185.4,33.6,7.73,245.1,74.4,199.5,Groundnut
Red Soil,Rabi,2369.2,10.1,7.52,142.8,103.1,237.8,Cotton
Loamy,Zaid,2202.7,34.3,6.19,174.6,76.6,191.8,Tomato
Black Soil,Rabi,721.8,32.9,6.8,34.8,70.7,150.1,Chickpea
Loamy,Rabi,1062.4,32.7,5.78,315.3,19.6,216.3,Potato
Sandy Loam,Kharif,1969.4,20.8,4.57,306.4,11.6,134.6,Maize
Clay Loam,Rabi,653.8,22.1,4.94,191.5,65.2,177.2,Chickpea
Loamy,Zaid,1609.6,35.5,5.95,305.8,98.0,245.2,Tomato
Sandy Loam,Zaid,2432.7,24.0,5.14,78.0,54.8,65.9,Onion
Red Soil,Rabi,1607.6,36.9,6.67,34.0,97.1,124.0,Groundnut
Clay Loam,Rabi,925.6,20.1,7.47,93.4,52.5,267.1,Wheat
Loamy,Rabi,2020.0,32.9,6.81,42.3,68.8,210.7,Wheat
Sandy Loam,Kharif,1048.1,19.2,4.87,54.9,78.7,147.5,Groundnut
Black Soil,Rabi,1168.3,29.1,6.67,158.1,105.4,178.4,Chickpea
Black Soil,Zaid,1362.5,28.9,8.34,295.6,33.5,78.2,Soybean
Sandy Loam,Kharif,586.6,19.3,4.59,50.5,48.1,110.7,Maize
Clay,Rabi,469.7,10.7,6.0,96.5,41.7,178.1,Rice
Red Soil,Zaid,1897.6,28.5,6.19,234.6,82.5,264.0,Groundnut
Loamy,Kharif,1377.6,19.7,7.45,35.0,86.2,71.6,Rice
Loamy,Kharif,1111.6,21.3,8.65,133.2,38.1,121.8,Maize
Clay Loam,Zaid,1825.4,21.0,6.71,91.4,62.1,72.3,Tomato
Red Soil,Rabi,1517.9,27.7,4.72,303.5,35.0,255.3,Groundnut
Loamy,Zaid,304.5,37.8,8.83,263.2,64.0,186.5,Tomato
Alluvial,Kharif,2125.1,18.6,7.81,338.6,83.2,236.7,Maize
Red Soil,Kharif,1491.0,22.5,6.71,256.2,26.1,270.5,Groundnut
Loamy,Zaid,1800.7,15.6,5.56,42.8,78.0,78.4,Onion
Red Soil,Zaid,1158.0,38.9,7.36,349.2,36.0,65.3,Cotton
Red Soil,Zaid,1174.0,32.5,5.13,152.4,28.5,281.6,Cotton
Loamy,Kharif,1105.0,15.5,6.11,43.0,41.7,107.9,Soybean
Sandy Loam,Kharif,1822.9,16.9,4.7,241.7,15.9,78.3,Maize
Sandy Loam,Zaid,2289.4,16.9,6.92,171.1,108.6,101.4,Tomato
Red Soil,Rabi,2121.1,27.5,4.94,193.2,16.9,117.8,Groundnut
Sandy Loam,Zaid,356.5,23.1,8.34,140.8,79.3,203.5,Onion
Red Soil,Zaid,2194.0,20.5,6.87,72.4,27.2,175.1,Groundnut
Black Soil,Zaid,559.5,15.8,6.78,214.9,29.8,200.9,Soybean
Alluvial,Rabi,1327.9,17.9,5.68,290.2,103.4,238.4,Potato
Clay,Rabi,1675.3,18.9,4.7,262.7,16.3,62.6,Rice
Black Soil,Rabi,1686.0,33.6,7.31,288.8,71.3,263.1,Chickpea
Clay,Zaid,1676.9,38.4,7.51,253.2,26.5,52.6,Rice
Alluvial,Zaid,1163.4,36.5,4.71,170.3,59.4,104.4,Potato
Red Soil,Rabi,1982.1,28.6,4.79,292.5,116.8,254.7,Cotton
Red Soil,Zaid,1519.1,12.2,6.57,266.6,111.1,168.5,Groundnut
Sandy Loam,Rabi,2329.5,29.5,6.76,265.6,118.0,281.8,Mustard
Clay Loam,Kharif,1129.7,33.3,7.08,53.9,116.9,166.0,Soybean
Sandy Loam,Zaid,2248.0,14.1,8.97,165.5,113.0,234.9,Tomato
Clay,Rabi,445.2,27.6,6.65,189.5,26.5,71.2,Rice
Clay Loam,Kharif,1532.5,30.7,4.53,101.9,10.6,179.5,Soybean
Loamy,Zaid,1035.7,16.9,8.78,130.7,43.2,105.9,Onion
Sandy Loam,Rabi,855.9,24.4,7.45,158.9,98.4,193.4,Mustard
Clay Loam,Rabi,2058.5,35.2,7.11,240.7,31.1,224.7,Chickpea
Alluvial,Rabi,2165.9,18.9,8.81,58.2,66.7,125.1,Potato
Clay,Rabi,378.3,13.0,4.53,341.8,11.6,138.2,Rice
Clay,Zaid,360.1,20.4,5.19,106.3,103.3,210.6,Rice
Alluvial,Zaid,1245.0,10.1,8.5,103.2,101.4,210.5,Cotton
Clay,Zaid,2112.7,39.4,6.66,93.6,111.9,245.4,Rice
Red Soil,Rabi,2285.9,15.6,5.6,260.5,19.3,278.2,Groundnut
Alluvial,Zaid,1439.4,11.7,7.96,295.3,38.6,109.2,Wheat
Black Soil,Zaid,1000.8,11.4,7.04,318.5,17.2,60.2,Soybean
Clay,Zaid,976.8,28.4,4.72,236.0,19.4,119.2,Rice
Red Soil,Zaid,987.4,37.9,6.25,92.4,115.9,289.8,Groundnut
Loamy,Zaid,1472.3,31.3,8.21,248.2,35.1,194.3,Tomato
Clay,Rabi,385.5,16.0,6.74,287.7,85.9,177.0,Rice
Sandy Loam,Zaid,1708.4,34.4,6.49,108.1,69.3,247.8,Tomato
Alluvial,Rabi,1873.9,30.4,7.03,340.6,118.7,158.2,Mustard
Loamy,Kharif,544.5,34.1,7.73,54.1,36.9,297.9,Rice
Black Soil,Kharif,1015.9,19.0,7.85,169.4,67.0,217.5,Soybean
Red Soil,Kharif,272.3,20.3,6.52,143.4,33.4,187.0,Groundnut
Sandy Loam,Rabi,258.3,12.5,5.73,280.6,40.6,76.1,Mustard
Alluvial,Kharif,1034.8,21.6,8.75,45.8,69.1,110.6,Maize
Alluvial,Zaid,1631.5,15.1,6.64,30.3,90.7,44.9,Cotton
Black Soil,Kharif,1184.1,25.9,4.8,258.0,58.4,291.5,Cotton
Sandy Loam,Zaid,676.3,32.5,6.96,51.5,11.2,288.7,Onion
Clay,Rabi,1494.4,32.5,4.6,227.2,81.9,236.6,Rice
Red Soil,Zaid,852.2,18.9,8.59,34.4,10.7,204.4,Cotton
Loamy,Rabi,1764.8,35.7,7.37,242.8,116.3,179.5,Mustard
Sandy Loam,Rabi,276.3,10.7,4.58,304.3,87.2,168.1,Mustard
Sandy Loam,Kharif,1203.5,35.7,6.61,61.8,59.8,76.0,Groundnut
Red Soil,Zaid,1791.8,23.3,5.24,52.8,90.0,153.3,Cotton
Clay Loam,Rabi,748.1,35.9,4.99,85.5,89.3,137.8,Chickpea
Sandy Loam,Kharif,2155.6,28.8,6.86,165.2,113.3,199.6,Groundnut
Loamy,Zaid,286.2,15.1,7.88,163.7,104.0,119.0,Onion
Clay Loam,Kharif,875.5,10.4,6.52,224.1,33.6,67.8,Soybean
Alluvial,Kharif,1031.8,34.0,4.57,73.5,44.7,195.1,Maize
Loamy,Kharif,1848.8,14.7,6.32,155.2,20.8,191.7,Soybean
Loamy,Kharif,1832.6,25.6,7.32,116.4,52.3,30.1,Groundnut
Red Soil,Zaid,1811.0,13.1,8.04,148.1,78.3,156.5,Groundnut
Alluvial,Rabi,1753.7,35.9,7.41,141.1,34.1,208.6,Potato
Alluvial,Kharif,2205.9,34.3,5.5,281.4,12.8,188.6,Cotton
Alluvial,Zaid,852.0,23.8,7.06,72.3,82.6,182.3,Wheat
Black Soil,Kharif,1064.8,10.8,8.03,272.8,55.6,72.4,Cotton
Red Soil,Kharif,384.9,23.7,7.9,38.2,99.7,190.4,Cotton
Black Soil,Rabi,1169.2,19.9,5.73,254.2,18.9,111.6,Chickpea
Sandy Loam,Kharif,1382.7,38.9,6.69,176.7,21.2,182.3,Maize
Red Soil,Kharif,646.2,28.9,4.87,79.0,58.4,217.7,Cotton
Alluvial,Zaid,1389.8,25.0,8.26,54.9,63.4,66.7,Cotton
Loamy,Kharif,2385.2,38.6,7.65,88.1,50.9,299.5,Soybean
Black Soil,Zaid,1672.4,38.8,7.05,31.9,66.4,244.4,Chickpea
Black Soil,Rabi,1762.7,19.5,8.32,276.2,12.6,97.4,Chickpea
Clay,Rabi,838.1,35.4,6.17,107.6,54.8,50.4,Rice
Red Soil,Kharif,1469.0,11.9,8.31,246.5,71.7,272.0,Groundnut
Black Soil,Kharif,604.0,26.9,4.69,154.1,16.0,205.5,Soybean
Loamy,Zaid,1840.9,14.3,6.61,291.8,90.8,90.1,Onion
Red Soil,Kharif,289.8,15.0,5.2,305.2,18.5,36.1,Groundnut
Red Soil,Kharif,544.0,32.8,6.84,313.5,14.5,168.9,Groundnut
Alluvial,Rabi,1061.1,25.5,5.11,181.1,108.9,100.2,Wheat
Red Soil,Rabi,1541.0,28.9,7.53,261.3,70.4,57.8,Groundnut
Sandy Loam,Rabi,2269.0,24.2,5.19,315.2,59.2,51.3,Mustard
Clay,Rabi,1560.2,15.5,7.29,268.0,41.4,240.4,Rice
Sandy Loam,Kharif,1557.1,15.3,6.39,276.0,90.5,142.5,Maize
Red Soil,Zaid,1732.0,23.5,5.4,286.2,26.2,92.3,Groundnut
Clay Loam,Zaid,1234.7,17.1,4.59,316.3,57.0,104.5,Onion
Black Soil,Kharif,2212.2,31.6,5.52,223.3,99.7,201.1,Cotton
Alluvial,Rabi,398.7,27.6,5.25,94.7,101.3,115.8,Potato
Clay,Rabi,1376.7,27.5,7.05,307.0,78.8,212.9,Rice
Red Soil,Kharif,1045.3,15.3,4.54,60.5,90.2,65.8,Cotton
Red Soil,Zaid,2199.0,26.8,7.66,328.9,93.7,204.2,Cotton
Loamy,Zaid,2311.6,28.6,6.56,96.7,115.6,96.0,Tomato
Black Soil,Zaid,1074.3,24.8,8.6,278.4,104.5,202.8,Chickpea
Sandy Loam,Rabi,1405.5,38.7,8.66,114.3,82.0,153.1,Mustard
Red Soil,Rabi,1806.4,26.7,7.2,283.3,98.6,252.2,Groundnut
Sandy Loam,Rabi,624.1,35.0,7.43,264.1,74.6,126.1,Potato
Sandy Loam,Rabi,1226.3,19.4,7.3,349.3,74.5,240.3,Potato
Alluvial,Kharif,2146.7,34.4,5.2,128.3,95.6,88.5,Rice
Black Soil,Zaid,1172.2,11.8,5.31,166.0,40.8,198.4,Cotton
Alluvial,Rabi,338.9,24.8,8.14,140.9,61.3,177.9,Wheat
Clay Loam,Rabi,533.4,16.7,6.71,317.1,110.2,162.6,Chickpea
Red Soil,Kharif,267.6,30.6,8.41,127.0,25.8,54.6,Groundnut
Clay,Rabi,1835.1,31.8,8.77,332.6,16.6,211.2,Rice
Sandy Loam,Rabi,2422.3,36.5,4.72,96.2,114.4,138.0,Potato
Clay Loam,Kharif,480.4,38.0,4.64,294.9,24.4,132.9,Soybean
Clay,Rabi,2330.4,23.0,6.94,115.6,81.2,94.9,Rice
Loamy,Zaid,1791.9,25.6,6.91,226.3,93.7,134.4,Onion
Red Soil,Rabi,218.0,29.8,7.0,190.6,99.2,167.9,Groundnut
Clay Loam,Kharif,872.7,14.5,5.18,154.8,78.4,86.8,Soybean
Clay,Rabi,935.1,34.8,5.46,345.0,55.7,55.0,Rice
Sandy Loam,Rabi,334.6,36.7,8.52,294.8,38.7,170.0,Potato
Loamy,Zaid,872.0,30.2,8.99,179.0,84.2,97.1,Onion
Sandy Loam,Rabi,812.8,10.6,4.7,321.5,111.1,129.3,Potato
Clay Loam,Kharif,840.7,17.1,7.82,45.2,76.2,67.9,Soybean
Black Soil,Kharif,1145.2,10.7,6.62,244.5,36.3,52.7,Cotton
Clay,Rabi,2120.1,18.4,7.45,240.7,94.3,108.8,Rice
Alluvial,Rabi,891.6,17.7,8.79,94.4,55.5,45.1,Potato
Alluvial,Zaid,1601.6,20.8,7.87,93.3,42.6,206.3,Sugarcane
Alluvial,Zaid,1292.2,16.7,5.65,142.1,14.6,294.5,Cotton
Alluvial,Rabi,1180.4,26.5,6.89,172.4,57.0,38.9,Potato
Clay,Zaid,385.7,36.2,8.26,78.5,49.2,264.4,Rice
Clay,Rabi,637.3,12.3,8.39,268.7,111.9,157.1,Rice
Loamy,Zaid,1122.5,23.2,6.63,110.6,99.1,204.1,Onion
Alluvial,Rabi,1792.6,23.2,5.05,284.1,83.2,106.3,Potato
Red Soil,Rabi,703.9,29.5,6.52,260.9,58.6,248.2,Cotton
Sandy Loam,Zaid,2127.5,23.8,6.54,83.6,20.8,243.2,Tomato
Clay Loam,Rabi,1350.7,33.7,6.63,323.0,104.3,265.2,Onion
Sandy Loam,Rabi,2005.0,32.0,8.91,284.9,101.5,199.1,Potato
Loamy,Kharif,1911.5,34.8,5.06,83.2,81.8,285.9,Maize
Sandy Loam,Zaid,457.5,30.6,6.13,261.1,76.1,167.4,Tomato
Loamy,Rabi,1904.1,30.1,8.43,330.1,89.1,246.5,Mustard
Clay Loam,Rabi,686.0,30.6,6.87,177.6,68.6,133.3,Chickpea
Red Soil,Zaid,753.1,35.3,8.14,156.8,54.7,94.5,Groundnut
Red Soil,Kharif,627.5,37.3,6.41,200.2,93.2,226.4,Cotton
Black Soil,Kharif,720.2,24.8,6.91,212.3,86.8,244.4,Soybean
Loamy,Zaid,973.2,34.2,8.45,250.9,17.9,140.7,Tomato
Clay,Zaid,2442.5,35.6,6.56,169.0,50.4,259.8,Rice
Black Soil,Rabi,1486.0,18.9,6.94,222.2,57.6,243.7,Chickpea
Black Soil,Rabi,335.7,25.1,5.47,303.0,35.9,159.9,Chickpea
Clay,Kharif,827.3,17.8,5.07,126.6,73.6,61.8,Rice
Clay,Rabi,2122.5,32.2,5.77,236.8,99.4,212.6,Rice
Loamy,Rabi,1482.8,32.8,6.87,309.0,43.8,111.0,Chickpea
Clay Loam,Zaid,1143.6,26.9,5.32,223.3,94.7,294.7,Onion
Loamy,Zaid,2170.6,13.7,6.9,283.2,92.3,98.3,Onion
Clay Loam,Zaid,1251.3,23.1,8.34,105.5,47.6,132.6,Tomato
Black Soil,Kharif,977.0,15.1,7.52,165.2,116.0,157.7,Soybean
Alluvial,Kharif,2354.7,34.3,5.71,155.8,15.1,299.3,Cotton
Clay Loam,Zaid,1812.3,16.8,5.11,309.2,30.7,212.1,Tomato
Sandy Loam,Zaid,912.7,25.6,5.23,31.2,40.2,55.9,Onion
Clay Loam,Kharif,777.5,34.2,8.2,221.0,14.6,100.9,Soybean
Sandy Loam,Kharif,1826.2,13.2,7.22,111.7,85.5,161.0,Groundnut
Red Soil,Rabi,518.9,12.5,5.2,342.4,84.4,234.1,Groundnut
Red Soil,Kharif,1307.5,19.3,6.61,340.4,16.5,123.7,Cotton
Alluvial,Zaid,1116.9,10.1,6.5,154.2,43.5,281.9,Mustard
Black Soil,Kharif,224.5,17.0,6.66,211.3,59.3,152.8,Cotton
Loamy,Rabi,1854.1,16.8,6.69,330.6,41.4,281.2,Wheat
Alluvial,Kharif,497.7,20.4,8.17,210.3,26.5,281.0,Maize
Clay,Kharif,1241.6,17.9,8.47,283.4,84.9,203.2,Rice
Clay,Kharif,2050.6,25.7,8.87,36.2,95.8,154.5,Rice
Clay Loam,Kharif,571.8,29.8,5.79,243.1,19.9,215.1,Soybean
Alluvial,Zaid,1315.5,39.7,6.64,109.7,80.0,89.1,Mustard
Sandy Loam,Zaid,770.1,23.9,7.95,230.5,40.1,235.8,Tomato
Black Soil,Kharif,2122.8,26.0,7.74,303.6,100.9,125.8,Soybean
Clay,Zaid,432.5,11.5,5.71,98.6,110.9,224.4,Rice
Alluvial,Zaid,480.4,17.8,5.75,101.2,34.3,85.3,Potato
Red Soil,Zaid,2194.6,21.8,4.62,343.7,112.7,233.6,Groundnut
Clay,Zaid,1094.9,17.7,4.84,271.6,15.5,102.9,Rice
Red Soil,Kharif,2091.1,34.2,4.54,319.4,53.3,60.3,Cotton
Loamy,Kharif,2221.9,11.2,7.21,39.6,25.6,96.8,Rice
Black Soil,Kharif,637.2,11.7,4.56,117.6,67.7,156.0,Soybean
Loamy,Rabi,2198.9,36.0,5.98,315.1,18.5,245.2,Wheat
Loamy,Kharif,1254.5,24.9,7.51,184.4,91.7,44.8,Rice
Red Soil,Kharif,1761.1,39.3,6.96,319.9,104.8,127.0,Cotton
Red Soil,Zaid,2097.8,37.0,8.46,42.1,28.8,71.9,Cotton
Red Soil,Rabi,1580.8,15.6,6.34,146.8,15.7,226.7,Cotton
Black Soil,Kharif,2202.2,32.7,8.44,43.9,45.4,99.1,Cotton
Red Soil,Rabi,577.4,17.1,8.11,259.3,71.7,269.7,Cotton
Clay,Rabi,1113.4,39.4,7.3,65.0,92.1,233.4,Rice
Alluvial,Kharif,655.5,19.3,5.46,306.5,33.4,254.4,Cotton
Clay,Zaid,600.0,21.3,5.9,195.3,80.3,140.2,Rice
Black Soil,Rabi,2047.8,38.8,7.77,320.4,30.7,245.2,Chickpea
Red Soil,Rabi,2281.6,15.6,6.83,188.4,110.6,202.4,Groundnut
Black Soil,Zaid,1312.7,37.6,5.4,320.7,101.4,121.1,Chickpea
Clay Loam,Zaid,276.9,29.3,7.98,220.1,44.1,268.9,Onion
Clay,Zaid,820.7,33.8,4.8,82.4,30.8,198.0,Rice
Alluvial,Zaid,1800.8,29.4,5.75,61.1,20.7,235.5,Mustard
Black Soil,Zaid,952.2,33.9,8.87,62.2,115.1,117.2,Cotton
Loamy,Rabi,1120.5,19.9,5.23,181.7,104.0,42.5,Mustard
Clay Loam,Rabi,751.4,16.4,7.38,84.0,85.4,39.2,Wheat
Red Soil,Zaid,1913.2,23.8,5.35,254.6,44.1,41.1,Groundnut
Clay Loam,Rabi,2026.1,37.0,6.58,127.9,111.7,226.8,Chickpea
Sandy Loam,Zaid,745.7,16.3,8.9,273.5,14.3,240.4,Onion
Black Soil,Zaid,702.0,40.0,5.48,343.8,113.7,155.4,Chickpea
Clay Loam,Zaid,472.2,31.4,6.94,269.7,12.5,239.8,Tomato
Loamy,Zaid,544.1,35.0,5.65,192.4,13.1,270.2,Tomato
Clay,Zaid,1522.0,18.3,5.48,95.2,23.0,251.5,Rice
Red Soil,Zaid,1145.0,28.0,5.63,269.1,95.5,34.8,Cotton
Clay,Kharif,1477.6,25.6,4.91,76.9,12.3,276.4,Rice
Red Soil,Zaid,1818.0,26.9,5.51,68.3,23.0,277.9,Groundnut
Sandy Loam,Kharif,629.7,12.6,4.92,245.5,32.6,149.7,Groundnut
Black Soil,Kharif,887.3,38.1,6.3,62.3,89.5,217.2,Cotton
Black Soil,Kharif,1014.5,12.4,6.63,340.7,71.5,98.6,Cotton
Clay,Kharif,1573.1,16.5,7.35,303.8,73.9,256.1,Rice
Red Soil,Rabi,433.3,32.1,5.83,339.7,95.5,214.0,Cotton
Clay,Rabi,281.2,20.0,8.18,73.6,53.2,214.1,Rice
Sandy Loam,Zaid,2498.2,28.2,8.26,204.8,119.4,104.3,Tomato
Clay,Zaid,2115.3,32.3,7.78,187.6,114.8,261.1,Rice
Sandy Loam,Rabi,1439.5,21.9,8.12,193.1,97.5,156.6,Potato
Sandy Loam,Kharif,1321.7,14.6,7.99,125.6,87.4,84.3,Groundnut
Black Soil,Kharif,459.5,21.6,5.38,231.6,13.9,214.7,Cotton
Alluvial,Zaid,314.6,25.1,7.27,244.3,37.8,210.4,Maize
Black Soil,Kharif,578.1,15.9,4.92,45.9,83.1,290.6,Soybean
Clay Loam,Zaid,793.6,34.0,5.2,97.4,100.0,271.1,Onion
Sandy Loam,Rabi,1002.5,18.5,6.52,264.2,88.1,174.3,Mustard
Clay Loam,Zaid,2055.5,13.9,7.13,49.7,53.6,145.7,Tomato
Alluvial,Rabi,242.9,17.4,5.68,184.1,32.3,224.8,Potato
Clay,Rabi,2495.4,36.6,5.47,254.5,59.7,279.8,Rice
Alluvial,Kharif,990.3,16.6,5.24,40.4,36.4,113.4,Rice
Sandy Loam,Kharif,1909.6,27.7,4.61,253.2,79.3,262.4,Groundnut
Sandy Loam,Zaid,2382.9,37.4,5.01,179.5,46.7,244.6,Onion
Clay,Zaid,2157.7,22.3,4.96,193.4,98.4,217.4,Rice
Black Soil,Zaid,1434.2,36.0,5.78,280.9,94.7,79.3,Chickpea
Loamy,Zaid,733.4,26.4,7.54,51.5,41.8,88.8,Tomato
Alluvial,Kharif,1805.7,34.1,7.71,318.4,62.0,284.2,Maize
Black Soil,Rabi,1025.3,32.1,8.16,130.3,90.8,201.3,Chickpea
Sandy Loam,Zaid,614.9,13.1,5.62,348.8,12.6,264.1,Onion
Sandy Loam,Zaid,1206.2,32.1,5.86,74.7,58.7,198.2,Onion
Red Soil,Kharif,724.5,13.0,7.24,109.8,86.5,86.6,Groundnut
Sandy Loam,Kharif,1639.6,34.6,8.96,134.6,63.6,169.3,Groundnut
Alluvial,Rabi,951.1,19.5,8.42,65.8,88.1,154.5,Potato
Alluvial,Zaid,1455.4,21.7,8.14,120.2,40.9,160.2,Potato
Black Soil,Rabi,571.1,25.6,6.26,318.4,29.3,290.6,Chickpea
Clay Loam,Zaid,1715.7,29.5,5.58,189.0,102.5,53.9,Onion
Alluvial,Zaid,1169.9,27.2,6.49,54.8,32.6,240.2,Cotton
Red Soil,Zaid,1495.2,40.0,4.76,237.6,110.3,226.3,Groundnut
Red Soil,Rabi,1757.5,32.0,5.34,284.6,24.9,208.6,Groundnut
Red Soil,Kharif,2256.6,32.4,4.69,152.0,108.6,235.2,Groundnut
Sandy Loam,Rabi,960.1,20.7,5.72,298.9,104.4,92.2,Mustard
Alluvial,Zaid,1604.0,32.5,5.25,147.5,117.9,238.6,Rice
Sandy Loam,Rabi,943.4,28.8,6.01,332.9,52.9,91.2,Potato
